rnd-1_family-90	LINE	I-Jockey
rnd-1_family-61	LTR	Gypsy
rnd-1_family-102	LINE	CR1
rnd-1_family-83	LINE	R1
rnd-1_family-130	LTR	Gypsy
rnd-1_family-62	LTR	Gypsy
rnd-1_family-46	LINE	I-Jockey
rnd-1_family-4	DNA	P
rnd-1_family-51	LTR	Gypsy
rnd-1_family-107	DNA	TcMar-Tc1
rnd-1_family-12	DNA	P
rnd-1_family-123	LINE	R1
rnd-1_family-100	LINE	CR1
rnd-1_family-122	LTR	Gypsy
rnd-1_family-80	LTR	Pao
rnd-1_family-29	RC	Helitron
rnd-1_family-103	LTR	Gypsy
rnd-1_family-18	DNA	P
rnd-1_family-8	Unknown	
rnd-1_family-98	LTR	Gypsy
rnd-1_family-16	LTR	Gypsy
rnd-1_family-45	LTR	Gypsy
rnd-1_family-27	LTR	Gypsy
rnd-1_family-22	LTR	Gypsy
rnd-1_family-40	LTR	Gypsy
rnd-1_family-48	DNA	P
rnd-1_family-109	LINE	R1
rnd-1_family-14	RC	Helitron
rnd-1_family-116	LTR	Gypsy
rnd-1_family-19	DNA	TcMar-Tc1
rnd-1_family-84	LTR	Gypsy
rnd-1_family-53	LTR	Gypsy
rnd-1_family-85	LTR	Gypsy
rnd-1_family-36	LINE	CR1
rnd-1_family-24	RC	Helitron
rnd-1_family-113	LTR	Gypsy
rnd-1_family-44	LINE	CR1
rnd-1_family-91	LTR	Gypsy
rnd-1_family-0	Satellite	
rnd-1_family-30	RC	Helitron
rnd-1_family-104	LTR	Gypsy
rnd-1_family-5	LTR	Gypsy
rnd-1_family-71	LINE	I-Jockey
rnd-1_family-32	LTR	Gypsy
rnd-1_family-97	LTR	Pao
rnd-1_family-1	DNA	P
rnd-1_family-94	LTR	Gypsy
rnd-1_family-39	DNA	P
rnd-1_family-6	Satellite	
rnd-1_family-37	DNA	P
rnd-1_family-42	RC	Helitron
rnd-1_family-43	RC	Helitron
rnd-1_family-28	LTR	Gypsy
rnd-1_family-69	LINE	I-Jockey
rnd-1_family-88	LTR	Pao
rnd-1_family-23	LTR	Gypsy
rnd-1_family-26	RC	Helitron
rnd-1_family-124	LINE	I-Jockey
rnd-1_family-21	DNA	P
rnd-1_family-33	LTR	Copia
rnd-1_family-133	LINE	CR1
rnd-1_family-86	LTR	Gypsy
rnd-1_family-41	LTR	Gypsy
rnd-1_family-59	LTR	Gypsy
rnd-1_family-63	LTR	Gypsy
rnd-1_family-68	LINE	I-Jockey
rnd-1_family-11	LTR	Pao
rnd-1_family-127	DNA	CMC-Transib
rnd-1_family-101	Satellite	
rnd-1_family-25	LTR	Gypsy
rnd-1_family-9	LINE	I-Jockey
rnd-1_family-54	LINE	I-Jockey
rnd-1_family-20	LTR	Gypsy
rnd-1_family-58	LINE	CR1
rnd-1_family-114	LINE	
rnd-1_family-73	LINE	I-Jockey
rnd-1_family-131	LTR	Gypsy
rnd-1_family-120	LTR	Pao
rnd-1_family-75	LTR	Gypsy
rnd-1_family-72	LINE	I-Jockey
rnd-1_family-60	RC	Helitron
rnd-1_family-2	LTR	Gypsy
rnd-1_family-15	DNA	P
rnd-1_family-38	LTR	Gypsy
rnd-1_family-3	Satellite	
rnd-1_family-87	LTR	Gypsy
rnd-1_family-64	LINE	I-Jockey
rnd-1_family-7	DNA	P
rnd-1_family-65	LTR	Gypsy
rnd-1_family-10	LINE	I
rnd-1_family-47	LTR	Gypsy
rnd-1_family-49	LTR	Gypsy
rnd-1_family-70	LINE	I-Jockey
rnd-1_family-111	LTR	Gypsy
rnd-1_family-81	LINE	I-Jockey
rnd-1_family-79	RC	Helitron
rnd-1_family-31	LTR	Gypsy
rnd-1_family-82	LTR	Gypsy
rnd-1_family-132	LTR	Gypsy
rnd-1_family-67	RC	Helitron
rnd-1_family-52	LTR	Copia
rnd-1_family-92	LTR	Gypsy
rnd-1_family-66	LTR	Gypsy
rnd-1_family-138	LINE	R1
rnd-1_family-117	LTR	Gypsy
rnd-1_family-105	LTR	Gypsy
rnd-1_family-50	LINE	I-Jockey
rnd-1_family-77	LTR	Gypsy
rnd-1_family-119	LTR	Gypsy
rnd-1_family-135	LINE	I-Jockey
rnd-1_family-108	Satellite	
rnd-1_family-89	LTR	Gypsy
rnd-1_family-74	RC	Helitron
rnd-1_family-34	RC	Helitron
rnd-1_family-93	LTR	Gypsy
rnd-1_family-136	LTR	Gypsy
rnd-1_family-112	LTR	Gypsy
rnd-1_family-106	LTR	Pao
rnd-1_family-13	DNA	P
rnd-1_family-17	LTR	Pao
rnd-1_family-76	LTR	Gypsy
rnd-1_family-55	LINE	I-Jockey
rnd-1_family-129	LINE	I-Jockey
rnd-1_family-35	LTR	Gypsy
rnd-1_family-139	LTR	Pao
rnd-1_family-56	LTR	Gypsy
rnd-1_family-126	LTR	Gypsy
rnd-1_family-134	LTR	Pao
rnd-1_family-128	LTR	Gypsy
rnd-1_family-78	LTR	Gypsy
rnd-1_family-115	LTR	Gypsy
rnd-1_family-121	LINE	I-Jockey
rnd-1_family-110	LINE	I-Jockey
rnd-1_family-141	LTR	Gypsy
rnd-1_family-143	LTR	Gypsy
rnd-1_family-144	rRNA	
rnd-1_family-142	LTR	Gypsy
rnd-1_family-146	LTR	Gypsy
rnd-1_family-140	LTR	Gypsy
rnd-1_family-148	LTR	Gypsy
rnd-1_family-95	DNA	TcMar-Tc1
rnd-1_family-147	LTR	Gypsy
rnd-1_family-149	LTR	Gypsy
rnd-1_family-152	LINE	CR1
rnd-1_family-153	LTR	Gypsy
rnd-1_family-154	LTR	Gypsy
rnd-1_family-99	DNA	TcMar-Tc1
rnd-1_family-155	LTR	Gypsy
rnd-1_family-156	LTR	Gypsy
rnd-1_family-157	LTR	Gypsy
rnd-1_family-159	LTR	Copia
rnd-1_family-160	LINE	R1
rnd-1_family-161	LINE	CR1
rnd-1_family-151	LTR	Gypsy
rnd-1_family-162	LTR	Gypsy
rnd-1_family-137	LTR	Gypsy
rnd-1_family-164	LINE	R1
rnd-1_family-165	LTR	Copia
rnd-1_family-166	LTR	Gypsy
rnd-1_family-150	LINE	I-Jockey
rnd-1_family-145	Satellite	
rnd-1_family-158	LINE	I-Jockey
rnd-1_family-169	LTR	Gypsy
rnd-1_family-168	LTR	Gypsy
rnd-1_family-171	LTR	Gypsy
rnd-1_family-96	DNA	TcMar-Tc1
rnd-1_family-172	LTR	Gypsy
rnd-1_family-173	LINE	I-Jockey
rnd-1_family-170	LINE	I-Jockey
rnd-1_family-174	LTR	Gypsy
rnd-1_family-175	LTR	Gypsy
rnd-1_family-125	LTR	Gypsy
rnd-1_family-163	LTR	Pao
rnd-1_family-176	LTR	Gypsy
rnd-1_family-177	LTR	Gypsy
rnd-1_family-178	LTR	Gypsy
rnd-1_family-179	DNA	CMC-Transib
rnd-1_family-181	LTR	Gypsy
rnd-1_family-57	LTR	Gypsy
rnd-1_family-184	DNA	TcMar-Pogo
rnd-1_family-185	LTR	Pao
rnd-1_family-186	LINE	CR1
rnd-1_family-167	Unknown	
rnd-1_family-182	LTR	Gypsy
rnd-1_family-183	LTR	Gypsy
rnd-1_family-188	LTR	Gypsy
rnd-1_family-187	LTR	Gypsy
rnd-1_family-189	LTR	Gypsy
rnd-1_family-180	LINE	I-Jockey
rnd-1_family-193	LINE	I-Jockey
rnd-1_family-191	LTR	Gypsy
rnd-1_family-194	LTR	Gypsy
rnd-1_family-195	LTR	Gypsy
rnd-1_family-196	LTR	Gypsy
rnd-1_family-200	LINE	CR1
rnd-1_family-202	LINE	I-Jockey
rnd-1_family-203	LINE	I-Jockey
rnd-1_family-204	LTR	Pao
rnd-1_family-201	LTR	Gypsy
rnd-1_family-206	LTR	Gypsy
rnd-1_family-199	LINE	I-Jockey
rnd-1_family-210	LTR	Gypsy
rnd-1_family-211	Unknown	
rnd-1_family-214	LTR	Copia
rnd-1_family-215	LTR	Gypsy
rnd-1_family-216	LTR	Gypsy
rnd-1_family-205	LTR	Gypsy
rnd-1_family-118	LTR	Gypsy
rnd-1_family-217	LTR	Gypsy
rnd-1_family-198	LINE	I-Jockey
rnd-1_family-207	LTR	Gypsy
rnd-1_family-219	Unknown	
rnd-1_family-220	LTR	Gypsy
rnd-1_family-213	LINE	I-Jockey
rnd-1_family-224	LINE	I-Jockey
rnd-1_family-228	Unknown	
rnd-1_family-229	LTR	Gypsy
rnd-1_family-192	LTR	Gypsy
rnd-1_family-212	LTR	Pao
rnd-1_family-223	LTR	Gypsy
rnd-1_family-218	LTR	Pao
rnd-1_family-232	LTR	Gypsy
rnd-1_family-233	LINE	I-Jockey
rnd-1_family-234	Unknown	
rnd-1_family-226	LTR	Pao
rnd-1_family-227	LINE	I-Jockey
rnd-1_family-235	LTR	Gypsy
rnd-1_family-221	LINE	I-Jockey
rnd-1_family-236	LTR	Gypsy
rnd-1_family-231	LTR	Pao
rnd-1_family-241	LTR	Gypsy
rnd-1_family-242	LTR	Gypsy
rnd-1_family-243	LTR	Gypsy
rnd-1_family-244	LTR	Gypsy
rnd-1_family-239	LTR	Gypsy
rnd-1_family-240	LTR	Gypsy
rnd-1_family-245	LINE	R1-LOA
rnd-1_family-222	LTR	Gypsy
rnd-1_family-225	LTR	Pao
rnd-1_family-248	LINE	I-Jockey
rnd-1_family-249	LTR	Gypsy
rnd-1_family-246	LTR	Gypsy
rnd-1_family-208	LTR	Gypsy
rnd-1_family-247	LINE	I-Jockey
rnd-1_family-250	LINE	CR1
rnd-1_family-230	LINE	I-Jockey
rnd-1_family-251	LTR	Gypsy
rnd-1_family-252	LTR	Gypsy
rnd-1_family-254	LTR	Gypsy
rnd-1_family-190	LTR	Gypsy
rnd-1_family-253	LTR	Copia
rnd-1_family-197	LINE	I-Jockey
rnd-1_family-255	LTR	Gypsy
rnd-1_family-256	LTR	Pao
rnd-1_family-257	LTR	Gypsy
rnd-1_family-258	LTR	Gypsy
rnd-1_family-260	LTR	Gypsy
rnd-1_family-261	LTR	Copia
rnd-1_family-267	LINE	I-Jockey
rnd-1_family-268	LINE	I-Jockey
rnd-1_family-269	Unknown	
rnd-1_family-264	LTR	Gypsy
rnd-1_family-270	LTR	Gypsy
rnd-1_family-271	LTR	Gypsy
rnd-1_family-265	LTR	Gypsy
rnd-1_family-272	LTR	Gypsy
rnd-1_family-274	LINE	I-Jockey
rnd-1_family-275	Unknown	
rnd-1_family-277	LINE	I-Jockey
rnd-1_family-278	Satellite	
rnd-1_family-273	LTR	Gypsy
rnd-1_family-279	LINE	I-Jockey
rnd-1_family-281	LTR	Pao
rnd-1_family-282	LTR	Gypsy
rnd-1_family-262	Unknown	
rnd-1_family-284	LTR	Gypsy
rnd-1_family-285	LTR	Gypsy
rnd-1_family-288	LINE	I-Jockey
rnd-1_family-289	LTR	Pao
rnd-1_family-290	LINE	I-Jockey
rnd-1_family-280	LTR	Pao
rnd-1_family-293	LINE	R1-LOA
rnd-1_family-294	LTR	Pao
rnd-1_family-295	LTR	Pao
rnd-1_family-291	LTR	Gypsy
rnd-1_family-296	LTR	Gypsy
rnd-1_family-238	LTR	Pao
rnd-1_family-297	LTR	Gypsy
rnd-1_family-292	LINE	I-Jockey
rnd-1_family-298	LTR	Gypsy
rnd-1_family-299	LTR	Gypsy
rnd-1_family-300	LTR	Copia
rnd-1_family-302	LTR	Gypsy
rnd-1_family-303	LTR	Pao
rnd-1_family-304	LTR	Gypsy
rnd-1_family-305	LTR	Pao
rnd-1_family-306	LTR	Gypsy
rnd-1_family-307	LTR	Gypsy
rnd-1_family-308	LTR	Gypsy
rnd-1_family-309	LTR	Gypsy
rnd-1_family-286	LTR	Gypsy
rnd-1_family-310	LTR	Gypsy
rnd-1_family-311	LTR	Gypsy
rnd-1_family-312	DNA	TcMar-Pogo
rnd-1_family-314	LINE	I-Jockey
rnd-1_family-266	LTR	Gypsy
rnd-1_family-316	LINE	R1-LOA
rnd-1_family-301	LTR	Pao
rnd-1_family-317	Unknown	
rnd-1_family-315	LTR	Gypsy
rnd-1_family-237	LTR	Gypsy
rnd-1_family-318	LTR	Gypsy
rnd-1_family-320	Satellite	
rnd-1_family-321	LTR	Gypsy
rnd-1_family-322	LTR	Gypsy
rnd-1_family-319	LTR	Pao
rnd-1_family-324	LINE	I-Jockey
rnd-1_family-326	LTR	Gypsy
rnd-1_family-327	LTR	Gypsy
rnd-1_family-328	LTR	Gypsy
rnd-1_family-329	LTR	Gypsy
rnd-1_family-330	LTR	Copia
rnd-1_family-287	LTR	Gypsy
rnd-1_family-323	LTR	Copia
rnd-1_family-331	LTR	Gypsy
rnd-1_family-325	LTR	Pao
