rnd-1_family-139	LTR	Pao
rnd-1_family-164	LINE	CR1
rnd-1_family-137	LTR	Pao
rnd-1_family-41	Unknown	
rnd-1_family-106	LINE	I-Jockey
rnd-1_family-192	Unknown	
rnd-1_family-113	LINE	I-Jockey
rnd-1_family-169	Unknown	
rnd-1_family-124	LINE	I-Jockey
rnd-1_family-93	Unknown	
rnd-1_family-74	LINE	CR1
rnd-1_family-83	LTR	Gypsy
rnd-1_family-73	LINE	CR1
rnd-1_family-128	DNA	PIF-Harbinger
rnd-1_family-23	RC	Helitron
rnd-1_family-145	RC	Helitron
rnd-1_family-143	LTR	Gypsy
rnd-1_family-112	Unknown	
rnd-1_family-201	LTR	Gypsy
rnd-1_family-110	LINE	I-Jockey
rnd-1_family-90	Unknown	
rnd-1_family-159	LTR	Gypsy
rnd-1_family-203	DNA	P
rnd-1_family-170	Unknown	
rnd-1_family-142	RC	Helitron
rnd-1_family-100	Unknown	
rnd-1_family-22	Unknown	
rnd-1_family-188	LTR	Gypsy
rnd-1_family-115	DNA	TcMar-Tc1
rnd-1_family-130	LTR	Pao
rnd-1_family-180	Unknown	
rnd-1_family-165	LINE	I-Jockey
rnd-1_family-1	LTR	ERV1
rnd-1_family-52	RC	Helitron
rnd-1_family-15	Satellite	
rnd-1_family-117	LTR	Pao
rnd-1_family-189	LTR	Gypsy
rnd-1_family-56	LINE	CR1
rnd-1_family-32	LTR	Pao
rnd-1_family-134	DNA	TcMar-Tc1
rnd-1_family-5	RC	Helitron
rnd-1_family-121	LTR	Gypsy
rnd-1_family-151	Unknown	
rnd-1_family-190	DNA	TcMar-Tc1
rnd-1_family-153	LTR	Gypsy
rnd-1_family-126	Unknown	
rnd-1_family-191	DNA	TcMar-Tc1
rnd-1_family-157	Unknown	
rnd-1_family-131	LINE	I-Jockey
rnd-1_family-61	LINE	I-Jockey
rnd-1_family-118	LTR	Gypsy
rnd-1_family-4	RC	Helitron
rnd-1_family-8	Unknown	
rnd-1_family-17	Unknown	
rnd-1_family-11	LINE	I-Jockey
rnd-1_family-69	Unknown	
rnd-1_family-138	LINE	I-Jockey
rnd-1_family-25	Unknown	
rnd-1_family-105	RC	Helitron
rnd-1_family-72	LTR	Gypsy
rnd-1_family-51	LINE	I-Jockey
rnd-1_family-122	LTR	Gypsy
rnd-1_family-70	LTR	Gypsy
rnd-1_family-66	LINE	CR1
rnd-1_family-64	LINE	I-Jockey
rnd-1_family-26	RC	Helitron
rnd-1_family-98	Unknown	
rnd-1_family-12	Unknown	
rnd-1_family-167	DNA	P
rnd-1_family-77	LTR	Gypsy
rnd-1_family-7	RC	Helitron
rnd-1_family-68	LINE	CR1
rnd-1_family-154	Unknown	
rnd-1_family-200	LTR	Gypsy
rnd-1_family-39	Satellite	
rnd-1_family-173	LINE	Penelope
rnd-1_family-76	LTR	Gypsy
rnd-1_family-14	RC	Helitron
rnd-1_family-63	LINE	I-Jockey
rnd-1_family-16	Unknown	
rnd-1_family-109	LTR	Gypsy
rnd-1_family-108	LINE	I-Jockey
rnd-1_family-44	RC	Helitron
rnd-1_family-18	Unknown	
rnd-1_family-156	LTR	Gypsy
rnd-1_family-59	RC	Helitron
rnd-1_family-6	RC	Helitron
rnd-1_family-62	LINE	I-Jockey
rnd-1_family-31	Unknown	
rnd-1_family-161	Unknown	
rnd-1_family-28	Unknown	
rnd-1_family-184	Unknown	
rnd-1_family-102	LINE	CR1
rnd-1_family-19	RC	Helitron
rnd-1_family-89	LTR	Gypsy
rnd-1_family-47	Unknown	
rnd-1_family-54	Unknown	
rnd-1_family-3	RC	Helitron
rnd-1_family-185	RC	Helitron
rnd-1_family-37	Unknown	
rnd-1_family-88	Unknown	
rnd-1_family-43	LTR	Gypsy
rnd-1_family-158	LINE	I-Jockey
rnd-1_family-160	LINE	CR1
rnd-1_family-60	RC	Helitron
rnd-1_family-75	Unknown	
rnd-1_family-148	LTR	Pao
rnd-1_family-29	LINE	I-Jockey
rnd-1_family-141	LINE	I-Jockey
rnd-1_family-0	Unknown	
rnd-1_family-48	Unknown	
rnd-1_family-13	RC	Helitron
rnd-1_family-79	LTR	Pao
rnd-1_family-33	RC	Helitron
rnd-1_family-152	LTR	Gypsy
rnd-1_family-42	DNA	CMC-Transib
rnd-1_family-65	LINE	I-Jockey
rnd-1_family-146	LINE	I-Jockey
rnd-1_family-162	LTR	Gypsy
rnd-1_family-53	Unknown	
rnd-1_family-30	Unknown	
rnd-1_family-81	LINE	I-Jockey
rnd-1_family-129	Unknown	
rnd-1_family-168	LTR	Gypsy
rnd-1_family-178	Unknown	
rnd-1_family-181	Unknown	
rnd-1_family-95	Unknown	
rnd-1_family-58	LINE	CR1
rnd-1_family-50	snRNA	
rnd-1_family-193	LTR	Gypsy
rnd-1_family-144	LINE	CR1
rnd-1_family-20	RC	Helitron
rnd-1_family-21	RC	Helitron
rnd-1_family-34	RC	Helitron
rnd-1_family-176	LTR	Pao
rnd-1_family-103	Unknown	
rnd-1_family-49	Unknown	
rnd-1_family-84	LINE	I-Jockey
rnd-1_family-101	LTR	Gypsy
rnd-1_family-140	LTR	Gypsy
rnd-1_family-87	LINE	I-Jockey
rnd-1_family-172	LINE	CR1
rnd-1_family-67	LINE	I-Jockey
rnd-1_family-111	LINE	I-Jockey
rnd-1_family-104	RC	Helitron
rnd-1_family-2	RC	Helitron
rnd-1_family-116	LINE	I-Jockey
rnd-1_family-186	LINE	CR1
rnd-1_family-46	LTR	Gypsy
rnd-1_family-136	LTR	Gypsy
rnd-1_family-36	Unknown	
rnd-1_family-71	RC	Helitron
rnd-1_family-155	Unknown	
rnd-1_family-135	LTR	Gypsy
rnd-1_family-127	LTR	Pao
rnd-1_family-85	Unknown	
rnd-1_family-99	Unknown	
rnd-1_family-206	LINE	I-Jockey
rnd-1_family-38	LTR	Gypsy
rnd-1_family-177	LTR	Gypsy
rnd-1_family-123	DNA	PIF-Harbinger
rnd-1_family-24	RC	Helitron
rnd-1_family-45	Unknown	
