rnd-1_family-72	LINE	I-Jockey
rnd-1_family-104	LTR	Pao
rnd-1_family-70	RC	Helitron
rnd-1_family-233	Unknown	
rnd-1_family-15	RC	Helitron
rnd-1_family-18	DNA	TcMar-Mariner
rnd-1_family-59	Unknown	
rnd-1_family-162	LTR	Gypsy
rnd-1_family-40	Unknown	
rnd-1_family-55	Unknown	
rnd-1_family-81	LTR	Gypsy
rnd-1_family-111	LTR	Gypsy
rnd-1_family-0	Unknown	
rnd-1_family-230	Unknown	
rnd-1_family-118	LTR	Pao
rnd-1_family-171	Unknown	
rnd-1_family-139	Unknown	
rnd-1_family-237	LTR	Gypsy
rnd-1_family-203	Unknown	
rnd-1_family-214	RC	Helitron
rnd-1_family-105	Unknown	
rnd-1_family-89	Unknown	
rnd-1_family-73	LINE	I-Jockey
rnd-1_family-181	LTR	Gypsy
rnd-1_family-7	Unknown	
rnd-1_family-106	LTR	Gypsy
rnd-1_family-192	LTR	Gypsy
rnd-1_family-12	Unknown	
rnd-1_family-114	LINE	I-Jockey
rnd-1_family-197	LTR	Gypsy
rnd-1_family-38	RC	Helitron
rnd-1_family-234	Unknown	
rnd-1_family-129	LTR	Gypsy
rnd-1_family-17	RC	Helitron
rnd-1_family-189	LTR	Gypsy
rnd-1_family-75	Unknown	
rnd-1_family-90	RC	Helitron
rnd-1_family-113	Unknown	
rnd-1_family-224	DNA	TcMar-Tc1
rnd-1_family-167	LTR	Pao
rnd-1_family-9	RC	Helitron
rnd-1_family-135	Unknown	
rnd-1_family-50	Unknown	
rnd-1_family-97	LTR	Gypsy
rnd-1_family-210	Unknown	
rnd-1_family-137	LTR	Gypsy
rnd-1_family-54	Unknown	
rnd-1_family-53	Unknown	
rnd-1_family-3	RC	Helitron
rnd-1_family-41	Unknown	
rnd-1_family-215	Unknown	
rnd-1_family-231	Unknown	
rnd-1_family-39	RC	Helitron
rnd-1_family-115	LINE	I-Jockey
rnd-1_family-102	LTR	Gypsy
rnd-1_family-88	Unknown	
rnd-1_family-147	Unknown	
rnd-1_family-99	Unknown	
rnd-1_family-116	LTR	Pao
rnd-1_family-83	LTR	Pao
rnd-1_family-48	Unknown	
rnd-1_family-148	Unknown	
rnd-1_family-172	LTR	Gypsy
rnd-1_family-56	RC	Helitron
rnd-1_family-5	LINE	I-Jockey
rnd-1_family-21	Unknown	
rnd-1_family-198	Unknown	
rnd-1_family-76	LTR	Gypsy
rnd-1_family-227	LTR	Gypsy
rnd-1_family-202	Unknown	
rnd-1_family-160	LTR	Pao
rnd-1_family-20	RC	Helitron
rnd-1_family-36	RC	Helitron
rnd-1_family-6	LINE	CR1
rnd-1_family-4	RC	Helitron
rnd-1_family-226	LINE	CR1
rnd-1_family-186	DNA	hAT-Ac
rnd-1_family-178	LINE	I-Jockey
rnd-1_family-235	RC	Helitron
rnd-1_family-71	LINE	I-Jockey
rnd-1_family-78	Unknown	
rnd-1_family-126	Unknown	
rnd-1_family-79	LTR	Gypsy
