rnd-1_family-149	LTR	Gypsy
rnd-1_family-201	LTR	Gypsy
rnd-1_family-222	RC	Helitron
rnd-1_family-101	Unknown	
rnd-1_family-38	Unknown	
rnd-1_family-202	LTR	Gypsy
rnd-1_family-69	Unknown	
rnd-1_family-276	LTR	Pao
rnd-1_family-255	Unknown	
rnd-1_family-7	RC	Helitron
rnd-1_family-268	LTR	Gypsy
rnd-1_family-114	LTR	Pao
rnd-1_family-4	RC	Helitron
rnd-1_family-29	Unknown	
rnd-1_family-83	Unknown	
rnd-1_family-2	Unknown	
rnd-1_family-175	DNA	TcMar-Tc1
rnd-1_family-185	LTR	Pao
rnd-1_family-139	LTR	Pao
rnd-1_family-28	Unknown	
rnd-1_family-271	Unknown	
rnd-1_family-223	LTR	Gypsy
rnd-1_family-152	LTR	Gypsy
rnd-1_family-93	LTR	Gypsy
rnd-1_family-125	RC	Helitron
rnd-1_family-256	DNA	P
rnd-1_family-45	DNA	CMC-Transib
rnd-1_family-59	LTR	Gypsy
rnd-1_family-191	LTR	Pao
rnd-1_family-272	LTR	Gypsy
rnd-1_family-44	RC	Helitron
rnd-1_family-63	Unknown	
rnd-1_family-204	Unknown	
rnd-1_family-16	LTR	Gypsy
rnd-1_family-168	LINE	I-Jockey
rnd-1_family-170	LTR	Gypsy
rnd-1_family-107	Unknown	
rnd-1_family-178	Unknown	
rnd-1_family-76	Unknown	
rnd-1_family-23	RC	Helitron
rnd-1_family-115	LINE	CR1
rnd-1_family-218	LINE	CR1
rnd-1_family-161	LTR	Gypsy
rnd-1_family-72	LINE	I-Jockey
rnd-1_family-8	LTR	Pao
rnd-1_family-30	Unknown	
rnd-1_family-64	Unknown	
rnd-1_family-137	Unknown	
rnd-1_family-274	Unknown	
rnd-1_family-20	RC	Helitron
rnd-1_family-173	LTR	Gypsy
rnd-1_family-26	LTR	Gypsy
rnd-1_family-199	LTR	Gypsy
rnd-1_family-96	LTR	Gypsy
rnd-1_family-247	LTR	Gypsy
rnd-1_family-40	Unknown	
rnd-1_family-119	LTR	Gypsy
rnd-1_family-160	DNA	P
rnd-1_family-51	Unknown	
rnd-1_family-130	Unknown	
rnd-1_family-206	LTR	Gypsy
rnd-1_family-141	LTR	Gypsy
rnd-1_family-1	RC	Helitron
rnd-1_family-176	LTR	Gypsy
rnd-1_family-226	LTR	Gypsy
rnd-1_family-190	RC	Helitron
rnd-1_family-36	Unknown	
rnd-1_family-257	LTR	Gypsy
rnd-1_family-224	DNA	PIF-Harbinger
rnd-1_family-111	LTR	Gypsy
rnd-1_family-180	LINE	I-Jockey
rnd-1_family-209	LTR	Gypsy
rnd-1_family-19	RC	Helitron
rnd-1_family-212	LINE	I-Jockey
rnd-1_family-27	RC	Helitron
rnd-1_family-49	Unknown	
rnd-1_family-126	LTR	Gypsy
rnd-1_family-56	LTR	Gypsy
rnd-1_family-220	Unknown	
rnd-1_family-99	LTR	Gypsy
rnd-1_family-0	LTR	ERV1
rnd-1_family-60	LTR	Gypsy
rnd-1_family-75	Unknown	
rnd-1_family-62	LINE	I-Jockey
rnd-1_family-116	Unknown	
rnd-1_family-205	Unknown	
rnd-1_family-127	RC	Helitron
rnd-1_family-17	Unknown	
rnd-1_family-122	LTR	Gypsy
rnd-1_family-261	LTR	Pao
rnd-1_family-113	LTR	Gypsy
rnd-1_family-120	LTR	Gypsy
rnd-1_family-81	LTR	Gypsy
rnd-1_family-37	Unknown	
rnd-1_family-9	RC	Helitron
rnd-1_family-78	Unknown	
rnd-1_family-183	DNA	TcMar-Tc1
rnd-1_family-270	LTR	Pao
rnd-1_family-94	Unknown	
rnd-1_family-10	LTR	Gypsy
rnd-1_family-238	LTR	Gypsy
rnd-1_family-58	LINE	I-Jockey
rnd-1_family-42	Unknown	
rnd-1_family-174	RC	Helitron
rnd-1_family-228	LTR	Gypsy
rnd-1_family-11	RC	Helitron
rnd-1_family-164	Unknown	
rnd-1_family-229	Unknown	
rnd-1_family-43	Unknown	
rnd-1_family-32	Unknown	
rnd-1_family-87	RC	Helitron
rnd-1_family-248	LINE	I-Jockey
rnd-1_family-121	LTR	Gypsy
rnd-1_family-50	Unknown	
rnd-1_family-92	LTR	Gypsy
rnd-1_family-66	LINE	CR1
rnd-1_family-14	LINE	I-Jockey
rnd-1_family-103	Unknown	
rnd-1_family-15	Unknown	
rnd-1_family-124	LTR	Gypsy
rnd-1_family-97	LTR	Gypsy
rnd-1_family-232	LTR	Gypsy
rnd-1_family-189	LTR	Pao
rnd-1_family-208	LINE	CR1
rnd-1_family-258	Unknown	
rnd-1_family-148	LTR	Gypsy
rnd-1_family-132	LINE	I-Jockey
rnd-1_family-142	LTR	Gypsy
rnd-1_family-129	LINE	I-Jockey
rnd-1_family-5	RC	Helitron
rnd-1_family-171	LTR	Gypsy
rnd-1_family-181	LTR	Gypsy
rnd-1_family-74	Unknown	
rnd-1_family-82	Unknown	
rnd-1_family-135	DNA	P
rnd-1_family-48	RC	Helitron
rnd-1_family-143	LTR	Gypsy
rnd-1_family-105	LTR	Gypsy
rnd-1_family-277	Unknown	
rnd-1_family-84	LTR	Gypsy
rnd-1_family-52	DNA	P
rnd-1_family-39	Unknown	
rnd-1_family-273	Unknown	
rnd-1_family-109	LINE	CR1
rnd-1_family-140	Unknown	
rnd-1_family-187	LTR	Gypsy
rnd-1_family-246	Unknown	
rnd-1_family-21	RC	Helitron
rnd-1_family-77	LTR	Gypsy
rnd-1_family-197	LINE	I-Jockey
rnd-1_family-22	Unknown	
rnd-1_family-194	LINE	I-Jockey
rnd-1_family-46	RC	Helitron
rnd-1_family-110	LINE	CR1
rnd-1_family-275	Unknown	
rnd-1_family-252	LTR	Gypsy
rnd-1_family-3	RC	Helitron
rnd-1_family-133	Unknown	
rnd-1_family-79	LINE	I-Jockey
rnd-1_family-266	LINE	CR1
rnd-1_family-95	LTR	Gypsy
rnd-1_family-33	LINE	CR1
rnd-1_family-106	LTR	Gypsy
rnd-1_family-177	Unknown	
rnd-1_family-172	Unknown	
rnd-1_family-278	LTR	Gypsy
rnd-1_family-253	DNA	
rnd-1_family-249	LTR	Gypsy
rnd-1_family-188	LINE	I-Jockey
rnd-1_family-117	LTR	Gypsy
