rnd-1_family-18	Unknown	
rnd-1_family-260	Unknown	
rnd-1_family-209	LTR	Gypsy
rnd-1_family-202	LTR	Gypsy
rnd-1_family-290	Unknown	
rnd-1_family-96	Unknown	
rnd-1_family-288	Unknown	
rnd-1_family-60	Unknown	
rnd-1_family-238	RC	Helitron
rnd-1_family-225	Unknown	
rnd-1_family-185	LTR	Gypsy
rnd-1_family-233	LINE	I-Jockey
rnd-1_family-27	RC	Helitron
rnd-1_family-45	Unknown	
rnd-1_family-253	LTR	Gypsy
rnd-1_family-26	RC	Helitron
rnd-1_family-23	RC	Helitron
rnd-1_family-156	LINE	CR1
rnd-1_family-240	Unknown	
rnd-1_family-31	RC	Helitron
rnd-1_family-47	LTR	Gypsy
rnd-1_family-208	Unknown	
rnd-1_family-10	Unknown	
rnd-1_family-57	LINE	CR1
rnd-1_family-167	Unknown	
rnd-1_family-95	LINE	I-Jockey
rnd-1_family-216	LTR	Pao
rnd-1_family-4	LINE	I-Jockey
rnd-1_family-205	LTR	Gypsy
rnd-1_family-91	LINE	CR1
rnd-1_family-144	LINE	I-Jockey
rnd-1_family-37	RC	Helitron
rnd-1_family-171	LINE	CR1
rnd-1_family-113	LTR	Gypsy
rnd-1_family-6	RC	Helitron
rnd-1_family-30	LTR	Gypsy
rnd-1_family-72	LINE	I-Jockey
rnd-1_family-109	LTR	Pao
rnd-1_family-104	LINE	I-Jockey
rnd-1_family-255	Unknown	
rnd-1_family-158	LTR	Gypsy
rnd-1_family-148	LTR	Gypsy
rnd-1_family-24	Unknown	
rnd-1_family-137	LTR	Gypsy
rnd-1_family-150	LINE	I-Jockey
rnd-1_family-132	RC	Helitron
rnd-1_family-170	Unknown	
rnd-1_family-35	RC	Helitron
rnd-1_family-83	Unknown	
rnd-1_family-217	RC	Helitron
rnd-1_family-28	LTR	Gypsy
rnd-1_family-261	Unknown	
rnd-1_family-62	DNA	P
rnd-1_family-9	Unknown	
rnd-1_family-52	Unknown	
rnd-1_family-256	LINE	CR1
rnd-1_family-21	Unknown	
rnd-1_family-215	Unknown	
rnd-1_family-201	LINE	I-Jockey
rnd-1_family-44	LINE	I-Jockey
rnd-1_family-251	Unknown	
rnd-1_family-257	LTR	Gypsy
rnd-1_family-38	RC	Helitron
rnd-1_family-40	RC	Helitron
rnd-1_family-243	Unknown	
rnd-1_family-7	RC	Helitron
rnd-1_family-168	Unknown	
rnd-1_family-67	LINE	I-Jockey
rnd-1_family-94	Unknown	
rnd-1_family-246	LTR	Gypsy
rnd-1_family-262	Unknown	
rnd-1_family-11	LINE	I-Jockey
rnd-1_family-263	Unknown	
rnd-1_family-173	LINE	I-Jockey
rnd-1_family-268	Unknown	
rnd-1_family-65	LTR	Ngaro
rnd-1_family-22	Unknown	
rnd-1_family-128	Unknown	
rnd-1_family-88	LTR	Gypsy
rnd-1_family-122	LTR	Gypsy
rnd-1_family-242	LTR	Gypsy
rnd-1_family-153	LTR	Gypsy
rnd-1_family-162	Unknown	
rnd-1_family-272	LINE	CR1
rnd-1_family-190	LINE	I-Jockey
rnd-1_family-285	Unknown	
rnd-1_family-117	LTR	Gypsy
rnd-1_family-230	Unknown	
rnd-1_family-103	LTR	Gypsy
rnd-1_family-46	Unknown	
rnd-1_family-29	Unknown	
rnd-1_family-264	LTR	Gypsy
rnd-1_family-25	Unknown	
rnd-1_family-105	LINE	CR1
rnd-1_family-191	Unknown	
rnd-1_family-48	Unknown	
rnd-1_family-152	LTR	Gypsy
rnd-1_family-180	RC	Helitron
rnd-1_family-3	LTR	Gypsy
rnd-1_family-232	LTR	Pao
rnd-1_family-15	LTR	Gypsy
rnd-1_family-231	LTR	Gypsy
rnd-1_family-140	LTR	Gypsy
rnd-1_family-123	Unknown	
rnd-1_family-42	LTR	Gypsy
rnd-1_family-114	LTR	Gypsy
rnd-1_family-136	LTR	Gypsy
rnd-1_family-192	RC	Helitron
rnd-1_family-16	RC	Helitron
rnd-1_family-108	LINE	I-Jockey
rnd-1_family-220	LTR	Gypsy
rnd-1_family-58	LINE	CR1
