rnd-1_family-276	LTR	Gypsy
rnd-1_family-203	LTR	Gypsy
rnd-1_family-171	LINE	CR1
rnd-1_family-201	LINE	I-Jockey
rnd-1_family-94	LINE	I-Jockey
rnd-1_family-34	Unknown	
rnd-1_family-197	LTR	Gypsy
rnd-1_family-280	Unknown	
rnd-1_family-241	LINE	I-Jockey
rnd-1_family-298	DNA	TcMar-Tc1
rnd-1_family-8	Satellite	
rnd-1_family-167	LINE	I-Jockey
rnd-1_family-188	Unknown	
rnd-1_family-80	DNA	P
rnd-1_family-295	LTR	Gypsy
rnd-1_family-83	LINE	I-Jockey
rnd-1_family-93	LTR	Gypsy
rnd-1_family-5	Unknown	
rnd-1_family-196	LTR	Gypsy
rnd-1_family-76	LINE	CR1
rnd-1_family-23	Unknown	
rnd-1_family-168	LINE	I-Jockey
rnd-1_family-79	RC	Helitron
rnd-1_family-59	LTR	Gypsy
rnd-1_family-215	LTR	Gypsy
rnd-1_family-15	Unknown	
rnd-1_family-72	Unknown	
rnd-1_family-114	RC	Helitron
rnd-1_family-288	Unknown	
rnd-1_family-202	Unknown	
rnd-1_family-11	Satellite	
rnd-1_family-77	Unknown	
rnd-1_family-7	LTR	Gypsy
rnd-1_family-192	LINE	CR1
rnd-1_family-154	LINE	I-Jockey
rnd-1_family-190	LTR	Gypsy
rnd-1_family-207	LTR	Pao
rnd-1_family-234	DNA	PIF-Harbinger
rnd-1_family-319	LTR	Gypsy
rnd-1_family-287	DNA	TcMar-Tc1
rnd-1_family-119	LTR	Gypsy
rnd-1_family-239	LTR	Pao
rnd-1_family-152	Unknown	
rnd-1_family-161	LTR	Gypsy
rnd-1_family-300	Unknown	
rnd-1_family-246	Unknown	
rnd-1_family-98	LINE	I-Jockey
rnd-1_family-274	Unknown	
rnd-1_family-199	LTR	Gypsy
rnd-1_family-240	Unknown	
rnd-1_family-143	LTR	Gypsy
rnd-1_family-217	Unknown	
rnd-1_family-312	LTR	Pao
rnd-1_family-0	Satellite	
rnd-1_family-140	LTR	Gypsy
rnd-1_family-209	LINE	I-Jockey
rnd-1_family-150	LTR	Gypsy
rnd-1_family-212	LINE	I-Jockey
rnd-1_family-289	RC	Helitron
rnd-1_family-69	Unknown	
rnd-1_family-248	Unknown	
rnd-1_family-90	LINE	CR1
rnd-1_family-124	LTR	Gypsy
rnd-1_family-61	RC	Helitron
rnd-1_family-219	DNA	CMC-EnSpm
rnd-1_family-306	LINE	Penelope
rnd-1_family-29	RC	Helitron
rnd-1_family-157	LTR	Pao
rnd-1_family-2	LINE	CR1
rnd-1_family-317	Unknown	
rnd-1_family-133	Unknown	
rnd-1_family-18	RC	Helitron
rnd-1_family-111	Unknown	
rnd-1_family-225	LTR	Gypsy
rnd-1_family-271	LTR	Gypsy
rnd-1_family-250	Unknown	
rnd-1_family-242	LTR	Gypsy
rnd-1_family-51	RC	Helitron
rnd-1_family-105	LTR	Gypsy
rnd-1_family-9	Unknown	
rnd-1_family-118	LTR	Gypsy
rnd-1_family-290	Unknown	
rnd-1_family-222	LTR	Gypsy
rnd-1_family-142	LINE	I-Jockey
rnd-1_family-277	LTR	Gypsy
rnd-1_family-100	LINE	CR1
rnd-1_family-158	LINE	I-Jockey
rnd-1_family-91	LINE	I-Jockey
